"INGREDIENT_ID","INGREDIENT_DATA_CATEGORY","INGREDIENT_NAME","INGREDIENT_CATEGORY","INGREDIENT_DESC","CALORIE","CARB","FAT","PROTEIN"
E5500101,樣品基本資料,"龍葵：黑甜菜,烏甜(田)菜,烏甜仔,烏子(克)菜,烏子茄,苦葵(菜),天茄子,天泡草,老鴉酸漿草",蔬菜類,"生鮮,混合均勻打碎",0.26,0.03,0.0,0.03
E5600101,樣品基本資料,"土植蕹菜(1月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.22,0.03,0.0,0.02
E5600102,樣品基本資料,"土植蕹菜(4月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.2,0.03,0.0,0.01
E5600103,樣品基本資料,"土植蕹菜(7月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.17,0.02,0.0,0.01
E5600104,樣品基本資料,"土植蕹菜(10月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.17,0.02,0.0,0.01
E5600201,樣品基本資料,"水植蕹菜(1月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.27,0.04,0.0,0.02
E5600202,樣品基本資料,"水植蕹菜(4月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.24,0.04,0.0,0.02
E5600203,樣品基本資料,"水植蕹菜(7月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.17,0.02,0.0,0.01
E5600204,樣品基本資料,"水植蕹菜(10月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.23,0.03,0.0,0.02
E5600301,樣品基本資料,"有機蕹菜(4月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.26,0.04,0.0,0.01
E5600302,樣品基本資料,"有機蕹菜(10月取樣)：空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",蔬菜類,"生鮮,混合均勻打碎",0.19,0.03,0.0,0.01
E5600401,樣品基本資料,水蕹菜,蔬菜類,"生鮮,混合均勻打碎",0.24,0.03,0.0,0.02
E5700101,樣品基本資料,蘿蔔葉：葉蘿蔔,蔬菜類,"生鮮,混合均勻打碎",0.14,0.02,0.0,0.01
E5800101,樣品基本資料,"花椰菜：花菜,菜花,白花菜,白菜花",蔬菜類,"生鮮,混合均勻打碎",0.23,0.04,0.0,0.01
E5800201,樣品基本資料,"冷凍花椰菜：花菜,菜花,白花菜,白菜花",蔬菜類,混合均勻打碎,0.21,0.04,0.0,0.01
E5800301,樣品基本資料,紫色花椰菜,蔬菜類,"生鮮,混合均勻打碎",0.4,0.07,0.0,0.03
E5800401,樣品基本資料,"青花菜：綠花菜,青(綠)花椰菜,青(綠)菜花,美國花(椰)菜,青花苔,花(青)菜苔,菜苔,花菜苞",蔬菜類,"生鮮,混合均勻打碎",0.28,0.04,0.0,0.03
E5800501,樣品基本資料,"冷凍青花菜：綠花菜,青(綠)花椰菜,青(綠)菜花,美國花(椰)菜,青花苔,花(青)菜苔,菜苔,花菜苞",蔬菜類,混合均勻打碎,0.25,0.04,0.0,0.02
E5800601,樣品基本資料,青花菜筍,蔬菜類,"生鮮,混合均勻打碎",0.32,0.05,0.0,0.03
E5810101,樣品基本資料,花椰菜乾,蔬菜類,混合均勻打碎,2.91,0.62,0.0,0.16
E5900101,樣品基本資料,"金針菜：萱草,金針花,金針,黃花(菜),萱花",蔬菜類,"生鮮,混和均勻打碎",0.4,0.07,0.0,0.02
E5910101,樣品基本資料,"金針菜乾：萱草,金針花,金針,黃花(菜),萱花",蔬菜類,混合均勻打碎,3.07,0.65,0.01,0.14
E6010101,樣品基本資料,"洛神花乾：玫瑰茄,洛神葵,洛神果,洛濟葵",蔬菜類,"生,乾貨,混合均勻打碎",3.06,0.71,0.0,0.09
E6100101,樣品基本資料,絲瓜花：菜瓜花,蔬菜類,"生鮮,混合均勻打碎",0.31,0.04,0.0,0.03
E62001,樣品平均值,"冬瓜平均值：白瓜,東瓜,枕瓜,水芝,地芝",蔬菜類,"生鮮,去皮, 混和均勻打碎",0.11,0.02,0.0,0.0
E6200101,樣品基本資料,"冬瓜：白瓜,東瓜,枕瓜,水芝,地芝",蔬菜類,"生鮮,大果,去皮, 混合均勻打碎",0.13,0.02,0.0,0.0
E6200102,樣品基本資料,"香芋冬瓜：白瓜,東瓜,枕瓜,水芝,地芝",蔬菜類,"生鮮,小果,去皮,混合均勻打碎",0.09,0.02,0.0,0.0
E6250101,樣品基本資料,"醃漬冬瓜：白瓜,東瓜,枕瓜,水芝,地芝",蔬菜類,"生,大果,鹽漬,混合均勻打碎",0.24,0.04,0.0,0.02
E63001,樣品平均值,"南瓜平均值：金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",蔬菜類,"生鮮,去皮及籽, 數個混和均勻打碎",0.74,0.17,0.0,0.01
E6300101,樣品基本資料,"日本南瓜：金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",蔬菜類,"生鮮,去蒂及籽,混合均勻打碎",0.86,0.2,0.0,0.0
E6300102,樣品基本資料,"台灣南瓜：金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",蔬菜類,"生鮮,去皮及籽, 混合均勻打碎",0.49,0.11,0.0,0.01
E6300103,樣品基本資料,"栗子南瓜：金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",蔬菜類,"生鮮,去皮及籽, 混合均勻打碎",0.86,0.2,0.0,0.01
E6300104,樣品基本資料,"菊花南瓜：金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",蔬菜類,"生鮮,去皮及籽,混合均勻打碎",0.76,0.16,0.0,0.03
E6400101,樣品基本資料,"胡瓜：大黃瓜,刺瓜,黃瓜,生瓜,王瓜,花瓜,黑瓜,大瓜",蔬菜類,"生鮮,去皮及籽,混合均勻打碎",0.14,0.02,0.0,0.0
E6400201,樣品基本資料,"花胡瓜：小黃瓜,花瓜,小胡瓜,小瓜,小刺瓜,水胡瓜",蔬菜類,"生鮮,去蒂,混合均勻打碎",0.13,0.02,0.0,0.0
E6450101,樣品基本資料,"醃漬花胡瓜：小黃瓜,花瓜,小胡瓜,小瓜,小刺瓜,水胡瓜",蔬菜類,"生,鹽漬,混合均勻打碎",0.83,0.18,0.0,0.03
E6500101,樣品基本資料,"苦瓜(白皮)：錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘",蔬菜類,"生鮮,白苦瓜,去蒂及籽,混合均勻打碎",0.19,0.04,0.0,0.0
E6500201,樣品基本資料,"苦瓜(青皮)：錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘",蔬菜類,"生鮮,白苦瓜,去蒂及籽,混合均勻打碎",0.2,0.04,0.0,0.0
E6500301,樣品基本資料,"珍珠苦瓜：錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘(青苦瓜)",蔬菜類,"生鮮,青苦瓜,去蒂及籽,混合均勻打碎",0.19,0.04,0.0,0.0
E6500401,樣品基本資料,"野苦瓜：山苦瓜,青小苦瓜,小苦瓜,野生苦瓜,短苦瓜,野癩瓜",蔬菜類,"生鮮,野苦瓜,去蒂及籽,混合均勻打碎",0.3,0.05,0.0,0.01
E6600101,樣品基本資料,"隼人瓜：佛手(掌)瓜,香櫞瓜,梨瓜,萬年瓜,拳頭瓜,菜餚梨瓜,瓦瓜",蔬菜類,"生鮮,去皮及子,混合均勻打碎",0.23,0.05,0.0,0.0
E6700101,樣品基本資料,"白皮蛇瓜：蛇王瓜,毛烏瓜",蔬菜類,"生鮮,去皮,混合均勻打碎",0.19,0.03,0.0,0.01
E6700201,樣品基本資料,"綠皮蛇瓜：蛇王瓜,毛烏瓜",蔬菜類,"生鮮,去皮,混合均勻打碎",0.32,0.05,0.0,0.01
E6800101,樣品基本資料,"絲瓜：菜瓜,布瓜,蠻瓜,天絲瓜,水瓜,天羅,天絡,仙人拐,魚鰦",蔬菜類,"生鮮,去皮,混合均勻打碎",0.19,0.03,0.0,0.01
E6800201,樣品基本資料,"稜角絲瓜：澎湖絲瓜,十角絲瓜,十捻菜瓜,角瓜,廣東絲瓜,雨傘絲瓜,金門絲瓜,香港絲瓜",蔬菜類,"生鮮,去皮,混合均勻打碎",0.2,0.04,0.0,0.0
E6900101,樣品基本資料,"越瓜：醃瓜,菴瓜,梢瓜,酥瓜,甜瓜,羊角瓜,稍瓜,生瓜,白瓜,青瓜,百香胡瓜",蔬菜類,"生鮮,去蒂及籽,混合均勻打碎",0.18,0.04,0.0,0.0
E6950101,樣品基本資料,"醃漬越瓜：醃瓜,菴瓜,梢瓜,酥瓜,甜瓜,羊角瓜,稍瓜,生瓜,白瓜,青瓜,百香胡瓜",蔬菜類,"生,鹽漬,混合均勻打碎",0.16,0.03,0.0,0.01
E70001,樣品平均值,"蒲瓜平均值：扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",蔬菜類,"生鮮,去皮, 數條混和均勻打碎",0.18,0.04,0.0,0.0
E7000101,樣品基本資料,"蒲瓜(長形)：扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",蔬菜類,"生鮮,去皮,混合均勻打碎",0.19,0.04,0.0,0.0
E7000102,樣品基本資料,"蒲瓜(圓形)：扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",蔬菜類,"生鮮,去皮,混合均勻打碎",0.18,0.04,0.0,0.0
E7000201,樣品基本資料,"花蒲瓜(圓形)：扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",蔬菜類,"生鮮,去皮,混合均勻打碎",0.15,0.03,0.0,0.0
E7000301,樣品基本資料,"葫蘆瓜：扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",蔬菜類,"生鮮,去皮,混合均勻打碎",0.2,0.04,0.0,0.0
E7100101,樣品基本資料,黃櫛瓜,蔬菜類,"生鮮,去頭尾,混合均勻打碎",0.15,0.02,0.0,0.01
E7100201,樣品基本資料,綠櫛瓜,蔬菜類,"生鮮,去頭尾,混合均勻打碎",0.13,0.01,0.0,0.02
E7210101,樣品基本資料,"枸杞子：枸杞,地骨子,甘杞,杞子,枸忌,苦杞,血杞,天精子",蔬菜類,"生,乾貨,混合均勻打碎",3.47,0.77,0.01,0.12
E7300101,樣品基本資料,"長茄子：茄,茄仔,紅皮菜,紅茄(菜),紅茄仔,落蘇,崑崙瓜,紫瓜,酪酥,小蓏,長茄",蔬菜類,"生鮮,長茄,去蒂,混合均勻打碎",0.25,0.05,0.0,0.01
E7300201,樣品基本資料,"圓茄子：日本茄子,迷你茄",蔬菜類,"生鮮,圓茄,去蒂,混合均勻打碎",0.21,0.04,0.0,0.01
E74001,樣品平均值,"大番茄平均值(紅色系)：柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,紅色系大果,去蒂頭,數粒混合均勻打碎",0.19,0.04,0.0,0.0
E7400101,樣品基本資料,"牛番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,紅色系大果,去蒂頭,混合均勻打碎",0.19,0.04,0.0,0.0
E7400102,樣品基本資料,"紅番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,紅色系大果,去蒂頭,混合均勻打碎",0.2,0.04,0.0,0.0
E7400103,樣品基本資料,"桃太郎番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,紅色系大果,去蒂頭,混合均勻打碎",0.17,0.04,0.0,0.0
E7400201,樣品基本資料,"黃番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,黃色系大果,去蒂頭,混合均勻打碎",0.23,0.05,0.0,0.0
E74003,樣品平均值,"大番茄平均值(綠色系)：柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,綠色系大果,去蒂頭,數粒混合均勻打碎",0.22,0.05,0.0,0.0
E7400301,樣品基本資料,"粉柿番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果(粉柿仔)",蔬菜類,"生鮮,綠色系大果,去蒂頭,混合均勻打碎",0.18,0.04,0.0,0.0
E7400302,樣品基本資料,"黑柿番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,綠色系大果,去蒂頭,混合均勻打碎",0.23,0.05,0.0,0.0
E7400303,樣品基本資料,"綠番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,綠色系大果,去蒂頭,混合均勻打碎",0.25,0.05,0.0,0.0
E74004,樣品平均值,"小番茄平均值(紅色系)：柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,紅色系小果,去蒂頭,數粒混合均勻打碎",0.33,0.07,0.0,0.0
E7400401,樣品基本資料,"聖女小番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,紅色系小果,去蒂頭,混合均勻打碎",0.35,0.06,0.0,0.01
E7400402,樣品基本資料,"試交二號小番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,紅色系小果,去蒂頭,混合均勻打碎",0.3,0.07,0.0,0.0
E7400403,樣品基本資料,"櫻桃小番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,紅色系小果,去蒂頭,混合均勻打碎",0.34,0.08,0.0,0.0
E7400501,樣品基本資料,"黃金小蕃茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,橙色系小果,去蒂頭,混合均勻打碎",0.31,0.06,0.0,0.0
E74006,樣品平均值,"小番茄平均值(橙色系)：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,橙色系小果,去蒂頭,混合均勻打碎",0.31,0.06,0.0,0.01
E7400601,樣品基本資料,"金女小番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,橙色系小果,去蒂頭,混合均勻打碎",0.3,0.06,0.0,0.01
E7400602,樣品基本資料,"黃金聖女小番茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,橙色系小果,去蒂頭,混合均勻打碎",0.31,0.07,0.0,0.01
E7400603,樣品基本資料,"橙蕃茄：柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",蔬菜類,"生鮮,橙色系小果,去蒂頭,混合均勻打碎",0.32,0.07,0.0,0.01
E75001,樣品平均值,"甜椒平均值(青皮)：青椒,(甜)番椒,青辣椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒",蔬菜類,"生鮮,青椒,數顆混合均勻打碎",0.29,0.05,0.0,0.01
E7500101,樣品基本資料,"甜椒(青皮)：甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒)",蔬菜類,"生鮮,青椒,混合均勻打碎",0.23,0.04,0.0,0.0
E7500102,樣品基本資料,"小甜椒(青皮)：甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒)",蔬菜類,"生鮮,青椒,去蒂,混合均勻打碎",0.35,0.06,0.0,0.01
E7500103,樣品基本資料,"高山甜椒(青皮)：甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(青椒,青辣椒)",蔬菜類,"生鮮,青椒,去蒂頭,混合均勻打碎",0.3,0.06,0.0,0.0
E7500201,樣品基本資料,"甜椒(紅皮)：甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒(紅椒,紅番(辣)椒,紅色大唐)",蔬菜類,"生鮮,彩椒,混合均勻打碎",0.33,0.07,0.0,0.0
E7500301,樣品基本資料,"甜椒(黃皮)：甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒",蔬菜類,"生鮮,彩椒,混合均勻打碎",0.28,0.06,0.0,0.0
E7500401,樣品基本資料,"甜椒(橙皮)：甜椒,甜番椒,大同仔,番羌仔,燈籠椒,生番薑,獅子椒,甘椒,生椒",蔬菜類,"生鮮,彩椒,混合均勻打碎",0.35,0.07,0.0,0.0
E75005,樣品平均值,"青辣椒平均值：辣椒,番椒,番仔薑,臘椒(牛角辣椒,羊角辣椒,長辣(番)椒,青辣椒)",蔬菜類,"生鮮,青辣椒,去蒂頭,數根混合均勻打碎",0.33,0.06,0.0,0.01
E7500501,樣品基本資料,"角椒：辣椒,番椒,番仔薑,臘椒",蔬菜類,"生鮮,青辣椒,去蒂及籽,混合均勻打碎",0.22,0.04,0.0,0.0
E7500502,樣品基本資料,"長辣椒(青皮)：辣椒,番椒,番仔薑,臘椒",蔬菜類,"生鮮,青辣椒,去蒂頭,混合均勻打碎",0.49,0.1,0.0,0.01
E7500503,樣品基本資料,"糯米椒：辣椒,番椒,番仔薑,臘椒(伏見甘長辣椒)",蔬菜類,"生鮮,青辣椒,去蒂頭,混合均勻打碎",0.28,0.05,0.0,0.01
E75006,樣品平均值,"紅辣椒平均值：辣椒,番椒,番仔薑,牛角辣椒,羊角辣椒,長辣(番)椒,紅辣椒,臘椒",蔬菜類,"生鮮,紅辣椒,去蒂,數支混合均勻打碎",0.8,0.16,0.0,0.03
E7500601,樣品基本資料,"長辣椒(紅皮)：辣椒,番椒,番仔薑,臘椒",蔬菜類,"生鮮,紅辣椒,去蒂,混合均勻打碎",0.48,0.09,0.0,0.02
E7500602,樣品基本資料,"朝天椒(長果)：辣椒,番椒,番仔薑,臘椒,指(向)天椒,赤穗生番椒,叢果番椒,海椒",蔬菜類,"生鮮,紅辣椒,去蒂,混合均勻打碎",0.9,0.17,0.01,0.03
E7500603,樣品基本資料,"朝天椒(圓果)：辣椒,番椒,番仔薑,臘椒,指(向)天椒,赤穗生番椒,叢果番椒,海椒(雞心椒)",蔬菜類,"生鮮,紅辣椒,去蒂,混合均勻打碎",1.03,0.21,0.0,0.04
E7510101,樣品基本資料,"乾長辣椒(紅皮)：辣椒,番椒,番仔薑,臘椒",蔬菜類,"生,乾貨,紅辣椒,混合均勻打碎",3.82,0.47,0.17,0.19
E7600101,樣品基本資料,"黃秋葵：秋葵,羊角豆,黃蜀葵,食香槿,假三念,黃葵",蔬菜類,"生鮮,去蒂,混合均勻打碎",0.36,0.07,0.0,0.02
E7700101,樣品基本資料,青花菜芽：青花菜苗,蔬菜類,"生鮮,混合均勻打碎(含種皮,芽體,根毛)",0.25,0.03,0.0,0.02
E7800101,樣品基本資料,苜蓿芽：苜蓿嬰,蔬菜類,"生鮮,混合均勻打碎",0.2,0.02,0.0,0.03
E7900101,樣品基本資料,紫高麗芽,蔬菜類,"生鮮,混合均勻打碎(含種皮,芽體,根毛)",0.32,0.06,0.0,0.0
E8000101,樣品基本資料,黃豆芽：大豆芽,蔬菜類,"生鮮,混合均勻打碎",0.34,0.02,0.01,0.05
E8100101,樣品基本資料,黑豆芽,蔬菜類,"生鮮,混合均勻打碎",0.69,0.08,0.02,0.07
E8200101,樣品基本資料,葵花芽,蔬菜類,"生鮮,混合均勻打碎",0.26,0.04,0.0,0.02
E8300101,樣品基本資料,"綠豆芽：豆芽菜,豆菜,綠豆菜",蔬菜類,"生鮮,混合均勻打碎",0.24,0.04,0.0,0.02
E8400101,樣品基本資料,"豌豆芽：豌豆嬰,荷蘭豆芽(嬰)",蔬菜類,"生鮮,混合均勻打碎",0.25,0.02,0.0,0.04
E8500101,樣品基本資料,"蕎麥芽：烏麥芽,花蕎芽,荍麥芽",蔬菜類,"生鮮,混合均勻打碎",0.2,0.03,0.0,0.01
E8600101,樣品基本資料,"蘿蔔芽：蘿蔔嬰,菜頭嬰(苗/芽),菜頭苗,貝芽菜",蔬菜類,"生鮮,混合均勻打碎",0.24,0.03,0.0,0.02
E8700101,樣品基本資料,"山蘇菜：山蘇花,鳥巢蕨,山翅菜,雀(鳥)巢羊齒,歪頭 菜,巢鐵角蕨,掌草",蔬菜類,"生鮮,混合均勻打碎",0.26,0.04,0.0,0.03
E8800101,樣品基本資料,"火炭母草：川七,清飯藤,冷飯藤,雞糞(屎)藤,烏炭子",蔬菜類,"生鮮,混合均勻打碎",0.12,0.01,0.0,0.01
E8900101,樣品基本資料,石蓮花：蓮座草,蔬菜類,"生鮮,混合均勻打碎",0.11,0.02,0.0,0.0
E9000101,樣品基本資料,"青葙：野雞冠,雞冠莧,筆雞冠,草決明",蔬菜類,"生鮮,混合均勻打碎",0.5,0.07,0.01,0.02
E9100101,樣品基本資料,"假人蔘：土人參,參仔葉(草),土高麗參,臺灣(野)參,櫨蘭,東洋參,參草",蔬菜類,"生鮮,混合均勻打碎",0.32,0.02,0.02,0.01
E9200101,樣品基本資料,野苦瓜嫩梢,蔬菜類,"生鮮,混合均勻打碎",0.77,0.12,0.01,0.05
E9300101,樣品基本資料,"過溝菜蕨：過貓(溝),過貓(溝)菜,蕨山貓,食用雙囊蕨",蔬菜類,"生鮮,混合均勻打碎",0.27,0.03,0.0,0.03
E9400101,樣品基本資料,蔘鬚,蔬菜類,"生,混合均勻磨碎",3.3,0.76,0.01,0.07
E9500101,樣品基本資料,"龍骨瓣莕菜：水蓮菜,野蓮,銀蓮花,水皮蓮,刺種莕菜,捲瓣莕菜",蔬菜類,"生鮮,去根部,混合均勻打碎",0.17,0.03,0.0,0.01
E9600101,樣品基本資料,"薄荷：仁丹草,升陽藥,南薄荷,夜息花,野薄荷,新卜荷",蔬菜類,"生鮮,混合均勻打碎",0.55,0.1,0.0,0.03
E9700101,樣品基本資料,"蕺菜：魚腥草,臭腥草,臭臊草,臭瘥草,手藥",蔬菜類,"生鮮,混合均勻打碎",0.46,0.07,0.0,0.03
E9800101,樣品基本資料,蘆薈：盧會,蔬菜類,"生鮮,混合均勻打碎",0.04,0.0,0.0,0.0
E9900101,樣品基本資料,美國空心菜,蔬菜類,"生鮮,混合均勻打碎",0.22,0.03,0.0,0.02
E9900201,樣品基本資料,香芫荽,蔬菜類,"生鮮,去莖部,混合均勻打碎",0.23,0.03,0.0,0.02
E9900301,樣品基本資料,荷蘭豆菜心,蔬菜類,"生鮮,混合均勻打碎",0.3,0.03,0.0,0.03
E9900401,樣品基本資料,厥子,蔬菜類,"生鮮,混合均勻打碎",0.23,0.03,0.0,0.02
E9900501,樣品基本資料,義大利茼蒿,蔬菜類,"生鮮,去蒂頭,混合均勻打碎",0.15,0.01,0.0,0.01
E9900601,樣品基本資料,龍延草,蔬菜類,"生鮮,混合均勻打碎",0.79,0.12,0.02,0.03
E9920101,樣品基本資料,小麥草粉：小麥苗粉,蔬菜類,等量混合均勻,3.14,0.41,0.07,0.34
E9930101,樣品基本資料,仙草：仙草凍(無糖),蔬菜類,"熟食,混合均勻打碎",0.18,0.04,0.0,0.0
F0110101,樣品基本資料,"紅毛苔：海發菜,海髮菜,頭髮菜,紅毛菜",藻類,"生,混合均勻打碎",2.65,0.36,0.01,0.39
F0210101,樣品基本資料,紫菜：海苔,藻類,"生,曬乾,數包混合均勻打碎",2.68,0.47,0.0,0.28
F0210102,樣品基本資料,熟紫菜：海苔,藻類,"熟,烘乾,數片混合均勻打碎",2.94,0.62,0.0,0.18
F0310101,樣品基本資料,"髮菜：頭髮菜,紅毛菜,發菜",藻類,"生,乾貨,混合均勻磨碎",3.02,0.69,0.0,0.1
F0400101,樣品基本資料,"麒麟菜：麒麟草,海麒麟草,海珊湖,珊湖藻(草),鹹(鹽/神/福)草",藻類,"生鮮,褐色,混合均勻磨碎",0.41,0.09,0.0,0.0
F0410101,樣品基本資料,"乾麒麟菜：乾麒麟草,乾海麒麟草,乾海珊湖,乾珊湖藻(草),乾鹹(鹽/神/福)草",藻類,"生,乾貨,褐色,混合均勻磨碎",1.89,0.46,0.0,0.01
F0500101,樣品基本資料,礁膜：海菜(澎湖人稱),藻類,"生鮮,混合均勻打碎",0.16,0.03,0.0,0.0
F0610101,樣品基本資料,"乾海茸芯：海海洋竹笙,乾素蹄筋",藻類,"生,乾貨,混合均勻打碎",2.54,0.59,0.0,0.08
